publisher,genres,price,developer,release_date
"Capcom U.S.A., Inc",['Action'],0.99,"Capcom U.S.A., Inc",2013-02-06
"Capcom U.S.A., Inc.",['Action'],0.99,"Capcom U.S.A., Inc.",2013-02-06
"Capcom U.S.A., Inc.",['Action'],0.99,"Capcom U.S.A., Inc",2013-02-06
Scirra,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities', 'Web Publishing']",Free to Use,Scirra,2013-01-25
THQ Nordic,['Action'],3.99,The Farm 51,2013-01-25
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",1.99,United Front Games,2013-01-29
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-29
Nexon America Inc.,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",2.99,"NEXON CO., Ltd.",2013-01-29
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-29
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",1.99,United Front Games,2013-01-29
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-29
Reverb Publishing,"['Action', 'Strategy', 'Indie']",0.99,Lukewarm Media,2013-01-29
Capcom,['Action'],3.99,Ninja Theory,2013-01-29
Twisted Tree,"['Adventure', 'Casual', 'Indie']",9.99,Ed Key and David Kanaga,2013-01-30
Dovetail Games - Trains,['Simulation'],7.99,Digital Train Model,2013-01-31
Eden Industries,"['Action', 'Indie']",0.99,Eden Industries,2013-01-31
SEGA,"['Racing', 'Sports']",19.99,Sumo Digital,2013-01-31
Demruth,"['Adventure', 'Indie']",19.99,Alexander Bruce,2013-01-31
Kalypso Media Digital,"['Simulation', 'Strategy']",14.99,Haemimont Games,2013-01-31
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-01-22
exosyphen studios,['Indie'],1.99,exosyphen studios,2013-01-31
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"GearBox Software,Aspyr (Mac &amp; Linux)",2013-01-22
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-01-22
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-01-22
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-01-22
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-01-22
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"GearBox Software,Aspyr (Mac &amp; Linux)",2013-01-22
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-01-22
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-01-22
Electronic Arts,['Simulation'],19.99,The Sims Studio,2013-01-22
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2013-01-22
Rockstar Games,['Action'],4.99,Rockstar Studios,2013-01-22
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-22
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-22
EightyEightGames,"['Action', 'Casual', 'Indie', 'RPG']",4.99,EightyEightGames,2013-01-15
Paradox Interactive,['Strategy'],9.99,Paradox Development Studio,2013-01-15
Paradox Interactive,['Strategy'],1.99,Paradox Development Studio,2013-01-15
Aspyr (Mac &amp; Linux),"['Action', 'RPG']",9.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2013-01-15
Paradox Interactive,['Strategy'],1.99,Paradox Development Studio,2013-01-15
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-15
Ubisoft,"['Action', 'Adventure']",9.99,Ubisoft Montreal,2013-01-15
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-15
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-15
Ubisoft,"['Action', 'Adventure']",9.99,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2013-01-15
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2013-01-15
SCS Software,"['Indie', 'Simulation']",19.99,SCS Software,2013-01-16
Beamdog,"['RPG', 'Strategy']",19.99,Beamdog,2013-01-16
Ubisoft,['Action'],14.99,"Ubisoft Paris,Red Storm Entertainment",2013-01-17
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-01-17
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-08
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-08
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2013-01-08
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2013-01-08
Dovetail Games - Trains,['Simulation'],19.99,Dovetail Games,2013-01-17
Dovetail Games - Trains,['Simulation'],7.99,Digital Train Model,2013-01-17
Wizards of the Coast LLC,['Strategy'],2.99,Stainless Games,2013-01-09
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-01-09
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-01-09
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-01-09
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2013-01-09
SkyGoblin,"['Adventure', 'Indie']",8.99,SkyGoblin,2013-01-09
Team17 Digital Ltd,['Strategy'],16.99,Team17 Digital Ltd,2013-01-09
Puppy Games,"['Action', 'Indie']",9.99,Puppygames,2013-01-09
Team17 Digital Ltd,['Strategy'],2.99,Team17 Digital Ltd,2013-01-09
Ubisoft,"['Casual', 'Simulation']",11.99,Ubisoft - San Francisco,2012-12-18
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-12-18
Eyedentity Games Inc.,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Eyedentity Games Inc.,2012-12-18
Ronimo Games,"['Action', 'Indie', 'Strategy']",2.49,Ronimo Games,2012-12-18
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2012-12-19
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2012-12-19
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2012-12-19
Wizards of the Coast LLC,['Strategy'],0.99,Stainless Games,2012-12-19
Gaijin Games,"['Action', 'Indie']",5.99,Gaijin Games,2012-12-19
Nevercenter Ltd. Co.,['Animation &amp; Modeling'],99.99,Nevercenter Ltd. Co.,2012-12-19
Gaijin Games,"['Action', 'Indie']",9.99,Gaijin Games,2012-12-19
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",4.99,United Front Games,2012-12-19
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-12-11
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-12-11
Jagex,"['Action', 'Indie']",14.99,Jagex Limited,2012-12-12
SimBin,"['Racing', 'Simulation', 'Sports']",7.99,SimBin Studios AB,2006-09-10
Dovetail Games - Trains,['Simulation'],8.99,Dovetail Games,2012-12-12
Dovetail Games - Trains,['Simulation'],7.99,Dovetail Games,2012-12-13
Tiger Style,"['Action', 'Adventure', 'Indie']",9.99,Tiger Style,2012-12-13
Paradox Interactive,['Strategy'],1.99,Paradox Interactive,2012-12-13
Paradox Interactive,['Strategy'],1.99,Paradox Interactive,2012-12-13
Paradox Interactive,['Strategy'],1.99,Paradox Interactive,2012-12-13
Daybreak Game Company,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Daybreak Game Company,2012-12-13
Crankshaft Games,"['Action', 'Adventure', 'Indie']",4.99,Crankshaft Games,2012-12-13
Crankshaft Games,"['Action', 'Adventure', 'Indie']",5.99,Crankshaft Games,2012-12-13
Tripwire Interactive,['Action'],7.99,Tripwire Interactive,2012-12-13
Tripwire Interactive,['Action'],4.99,Tripwire Interactive,2012-12-13
CSR-Studios,"['Action', 'Indie', 'RPG']",2.99,CSR-Studios,2012-12-07
Dovetail Games - Trains,['Simulation'],7.99,Dovetail Games,2012-12-06
Akella,['RPG'],14.99,BlackMark Studio,Dec 2012
"2x2 Games, Dvaput","['Indie', 'Strategy']",9.99,2x2 Games,2012-12-10
Paradox Interactive,['Strategy'],1.99,Paradox Development Studio,2012-12-10
Paradox Interactive,['Strategy'],1.99,Paradox Interactive,2012-12-10
Paradox Interactive,['Strategy'],4.99,Paradox Development Studio,2012-12-10
Evolved Games,['Racing'],19.99,Slightly Mad Studios,2012-12-10
Degica,"['Design &amp; Illustration', 'Web Publishing']",69.99,KADOKAWA,2012-12-10
Bethesda Softworks,"['Action', 'Adventure']",2.99,Arkane Studios,2012-12-10
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",4.99,"GearBox Software,Aspyr (Mac &amp; Linux)",2012-12-11
ACD Systems International Inc.,['Photo Editing'],49.99,ACD Systems International Inc.,2012-12-11
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",4.99,"GearBox Software,Aspyr (Mac &amp; Linux)",2012-12-11
Dovetail Games - Trains,['Simulation'],24.99,Reppo,2012-11-29
Paradox Interactive,['Strategy'],4.99,Turbo Tape Games,2012-11-29
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],4.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2012-11-30
Reverb Publishing,"['Action', 'Indie']",0.99,Lukewarm Media,2012-11-30
Puppy Games,"['Action', 'Indie', 'Strategy']",4.99,Puppygames,2012-11-30
Puppy Games,['Indie'],0.99,Puppygames,2012-11-30
Paradox Interactive,['Strategy'],19.99,Kerberos Productions,2012-11-30
DotEmu,"['Action', 'Indie']",9.99,Liquid Entertainment,2012-12-03
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-12-04
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-12-04
Ubisoft,"['Action', 'Adventure']",19.99,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012-12-04
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2012-12-04
"2K Games, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],6.99,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012-12-04
Wizards of the Coast LLC,['Strategy'],2.99,Stainless Games,2012-12-05
Rockstar Games,['Action'],4.99,Rockstar Studios,2012-12-04
THQ Nordic,"['Adventure', 'Indie']",9.99,KING Art,2012-12-05
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-12-04
Dovetail Games - Trains,['Simulation'],7.99,Dovetail Games,2012-11-23
Terry Cavanagh,"['Action', 'Indie']",2.99,Terry Cavanagh,2012-11-27
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-27
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-27
Warner Bros. Interactive Entertainment,"['Action', 'Adventure']",19.99,Traveller's Tales,2012-11-27
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-27
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",1.99,United Front Games,2012-11-27
Keen Software House,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",9.99,Keen Software House,2012-11-28
Square Enix,"['Action', 'Adventure']",6.99,Core Design,2012-11-28
Square Enix,"['Action', 'Adventure']",6.99,Core Design,2012-11-28
Square Enix,"['Action', 'Adventure']",6.99,Core Design,2012-11-28
Square Enix,"['Action', 'Adventure']",6.99,Core Design,2012-11-28
Square Enix,"['Action', 'Adventure']",6.99,Core Design,2012-11-28
Io-Interactive A/S,['Action'],0.99,Io-Interactive A/S,2012-11-19
Io-Interactive A/S,['Action'],0.99,Io-Interactive A/S,2012-11-19
Io-Interactive A/S,['Action'],0.99,Io-Interactive A/S,2012-11-19
Io-Interactive A/S,['Action'],0.99,Io-Interactive A/S,2012-11-19
Tomorrow Corporation,"['Adventure', 'Casual', 'Indie']",9.99,Tomorrow Corporation,2012-11-19
SEGA,['Action'],2.99,SEGA,2012-11-19
SEGA,['Action'],9.99,SEGA,2012-11-19
Io-Interactive A/S,['Action'],0.99,Io-Interactive A/S,2012-11-19
Warner Bros. Interactive Entertainment,"['Adventure', 'Casual', 'Strategy']",19.99,5th Cell Media,2012-11-19
"Io-Interactive A/S, Feral Interactive (Mac)",['Action'],19.99,"Io-Interactive A/S,Feral Interactive (Mac)",2012-11-19
Daybreak Game Company,"['Action', 'Free to Play', 'Massively Multiplayer']",Free to Play,Daybreak Game Company,2012-11-20
Paradox Interactive,['Simulation'],4.99,Colossal Order Ltd.,2012-11-20
Ubisoft,"['Action', 'Adventure']",29.99,Ubisoft Montreal,2012-11-20
Ubisoft,['Adventure'],19.99,Ubisoft Montreal,2012-11-20
Aspyr (Mac &amp; Linux),"['Action', 'RPG']",9.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012-11-20
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",1.99,United Front Games,2012-11-20
Codemasters,['Racing'],0.99,Codemasters Birmingham,2012-11-13
Codemasters,['Racing'],0.99,Codemasters Birmingham,2012-11-13
Kalypso Media Digital,"['Action', 'Simulation', 'Strategy']",4.99,Gaming Minds,2012-11-14
NIS America,['Action'],0.99,Acquire,2012-11-14
NIS America,['Action'],0.99,Acquire,2012-11-14
NIS America,['Action'],0.99,Acquire,2012-11-14
NIS America,['Action'],0.99,Acquire,2012-11-14
"Kalypso Media Digital, Feral Interactive (Mac)","['Simulation', 'Strategy']",2.99,"Haemimont Games,Feral Interactive (Mac)",2012-11-15
Codemasters,['Racing'],0.99,Codemasters Birmingham,2012-11-13
Paradox Interactive,['Strategy'],4.99,Paradox Development Studio,2012-11-15
Dovetail Games - Trains,['Simulation'],7.99,MeshTools,2012-06-10
UTV Ignition Entertainment,"['Indie', 'Casual']",0.99,Golgoth Studio,2012-11-15
Bithell Games,['Indie'],9.99,Bithell Games,2012-11-12
Aspyr,['Action'],24.99,Aspyr,2012-11-15
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-13
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-13
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-13
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-13
Carbon Games,"['Action', 'Free to Play', 'Indie', 'Strategy']",9.99,Carbon Games,2012-11-13
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-13
Ubisoft,"['Casual', 'Simulation']",11.99,Ubisoft - San Francisco,2012-11-13
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-11-13
Codemasters,['Racing'],4.99,Codemasters Birmingham,2012-11-13
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",2.99,United Front Games,2012-11-13
Codemasters,['Racing'],0.99,Codemasters Birmingham,2012-11-13
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",2.99,United Front Games,2012-11-13
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",2.99,United Front Games,2012-11-13
SMP,"['Indie', 'RPG', 'Simulation', 'Strategy']",14.99,"Xavi Canal, Ben Palgi",2012-11-07
Mad Catz,"['Action', 'Simulation']",2.99,Trickstar Games,2012-11-08
Turtle Cream,"['Action', 'Indie']",6.99,Turtle Cream,2012-11-07
Mad Catz,"['Action', 'Simulation']",2.99,Trickstar Games,2012-11-08
Mad Catz,"['Action', 'Simulation']",2.99,Trickstar Games,2012-11-08
Mad Catz,"['Action', 'Simulation']",2.99,Trickstar Games,2012-11-08
Mad Catz,"['Action', 'Simulation']",2.99,Trickstar Games,2012-11-08
Mad Catz,"['Action', 'Simulation']",2.99,Trickstar Games,2012-11-08
Mad Catz,"['Action', 'Simulation']",9.99,Trickstar Games,2012-11-08
Dovetail Games - Trains,['Simulation'],19.99,Oovee® Game Studios,2012-11-08
Dovetail Games - Trains,['Simulation'],8.99,Dovetail Games,2012-11-08
Nyu Media,"['Adventure', 'Indie']",7.99,773,2012-11-08
Focus Home Interactive,"['Action', 'RPG']",4.99,Cyanide Studios,2012-11-08
Carbon Games,"['Action', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",Free to Play,Carbon Games,2012-11-08
Giants Software,"['Casual', 'Simulation']",0.99,Giants Software,2012-11-08
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-30
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2012-10-30
Rockstar Games,['Action'],4.99,Rockstar Studios,2012-10-30
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",6.99,United Front Games,2012-10-30
Level Up Labs,"['Indie', 'RPG', 'Strategy']",14.99,"Level Up Labs, LLC",2012-10-30
"NIS America, Inc.",['Action'],1.99,ACQUIRE Corp.,2012-10-30
Unknown Worlds Entertainment,"['Action', 'Indie', 'Strategy']",9.99,Unknown Worlds Entertainment,2012-10-30
THQ Nordic,['Action'],19.99,The Farm 51,2012-10-31
Might and Delight,"['Adventure', 'Indie']",9.99,Might and Delight,2012-10-31
Robot Entertainment,"['Action', 'Indie', 'Strategy']",4.99,Robot Entertainment,2012-10-31
Missing Link Games,"['Action', 'Indie']",4.99,Serious Brew,2012-11-01
HeR Interactive,['Adventure'],19.99,"HeR Interactive, Inc.",2012-10-23
inner seas,"['Adventure', 'Indie', 'RPG']",4.99,inner seas,2012-11-01
Ronimo Games,"['Action', 'Indie', 'Strategy']",2.49,Ronimo Games,2012-11-01
Cobra Mobile,"['Action', 'Adventure', 'Indie']",5.99,Cobra Mobile,2012-11-01
Dovetail Games - Trains,['Simulation'],24.99,MeshTools,2012-11-01
Tripwire Interactive,['Action'],4.99,Tripwire Interactive,2012-10-23
SEGA,['Action'],5.49,Arkedo,2012-10-24
Tripwire Interactive,['Action'],7.99,Tripwire Interactive,2012-10-23
Team17 Digital Ltd,['Strategy'],4.99,Team17 Digital Ltd,2012-10-24
MumboJumbo,"['Strategy', 'Casual']",9.99,MumboJumbo,2012-10-24
Illwinter Game Design,"['Indie', 'Strategy']",9.99,Illwinter Game Design,2012-10-24
Ubisoft,['Action'],24.99,"Ubisoft Paris,Red Storm Entertainment",2012-10-25
Ubisoft,['Action'],9.99,"Ubisoft Paris,Red Storm Entertainment",2012-10-25
SEGA,['Action'],2.99,Arkedo,2012-10-24
Mrray,['Indie'],6.99,Tequila Works SL,2012-10-25
Microsoft Studios,"['Action', 'Adventure', 'Indie']",14.99,"Tequila Works, S.L.",2012-10-25
1C Company,"['RPG', 'Strategy']",9.99,1C-SoftClub,2012-10-25
Shiver Games,"['Action', 'Adventure', 'Indie']",9.99,Shiver Games,2012-10-26
SEGA,"['Action', 'Adventure']",14.99,"Creative Assembly, PC Port - Hardlight",2012-10-17
Nyu Media,"['Action', 'Indie']",7.99,Edelweiss,2012-10-17
Exor Studios,"['Action', 'Indie', 'Racing']",9.99,Exor Studios,2012-10-17
IPACS,"['Indie', 'Simulation']",9.99,IPACS,2012-10-17
EXOR Studios,"['Action', 'Indie', 'Racing']",4.99,Exor Studios,2012-10-17
Rebellion,['Action'],4.99,Rebellion,2012-10-18
Tripwire Interactive,"['Casual', 'Free to Play', 'Indie', 'Strategy']",1.99,Power of 2,2012-10-18
Tripwire Interactive,"['Casual', 'Free to Play', 'Indie', 'Strategy']",2.99,Power of 2,2012-10-18
Tripwire Interactive,"['Casual', 'Free to Play', 'Indie', 'Strategy']",2.99,Power of 2,2012-10-18
Tripwire Interactive,"['Casual', 'Free to Play', 'Indie', 'Strategy']",1.99,Power of 2,2012-10-18
Tripwire Interactive,"['Casual', 'Free to Play', 'Indie', 'Strategy']",2.99,Power of 2,2012-10-18
Daybreak Game Company,"['Action', 'Casual', 'Indie']",3.99,OVERKILL Software,2012-10-18
Tripwire Interactive,"['Casual', 'Free to Play', 'Indie', 'Strategy']",Free to Play,Power of 2,2012-10-18
"Arcen Games, LLC","['Indie', 'Strategy']",4.99,"Arcen Games, LLC",2012-10-19
Dovetail Games - Trains,['Simulation'],7.99,Dovetail Games,2012-10-19
exosyphen studios,['Indie'],4.99,exosyphen studios,2012-10-20
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",7.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
Ubisoft,"['Casual', 'Simulation']",2.99,Ubisoft - San Francisco,2012-10-16
